spl_id,Main ingredient,Ingredients
0035a027-54d3-6de3-e063-6294a90a1266,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY
0035ae96-13de-9cac-e063-6394a90addea,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY
0037842e-2fcd-e9c3-e063-6294a90aec5e,CAMPHOR (SYNTHETIC),"CAMPHOR (SYNTHETIC), MENTHOL"
003799f9-5088-876f-e063-6294a90a3fc7,CAMPHOR (SYNTHETIC),"CAMPHOR (SYNTHETIC), MENTHOL"
003799f9-50ac-876f-e063-6294a90a3fc7,CAMPHOR (SYNTHETIC),"CAMPHOR (SYNTHETIC), MENTHOL"
0037a1a4-d748-2567-e063-6394a90a721c,BENZALKONIUM CHLORIDE,"BENZALKONIUM CHLORIDE, LIDOCAINE HYDROCHLORIDE"
0037a1a4-d769-2567-e063-6394a90a721c,VALSARTAN,VALSARTAN
00383c6d-2e53-391e-e063-6394a90a25b1,AVOBENZONE,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE"
0039e564-0762-619b-e063-6394a90a886c,ACETAMINOPHEN,"ACETAMINOPHEN, HYDROCODONE BITARTRATE"
003a229c-b015-e9f3-e063-6294a90aa5ed,MENTHOL,MENTHOL
003d6dd9-f806-3185-e063-6394a90afc94,MICONAZOLE NITRATE,MICONAZOLE NITRATE
003ea3bc-9e9b-00ab-e063-6394a90aac24,ALUMINUM PHOSPHATE,ALUMINUM PHOSPHATE
0040bfe1-1a0d-efbb-e063-6294a90a908c,BIFIDOBACTERIUM LONGUM,"BIFIDOBACTERIUM LONGUM, GLYCYRRHIZINATE DIPOTASSIUM, SALICYLIC ACID, SALIX ALBA BARK"
0044f1d7-613c-4611-8481-13032c8cb390,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE
004a06c1-0408-b41b-e063-6294a90a698f,ALUMINUM SESQUICHLOROHYDRATE,ALUMINUM SESQUICHLOROHYDRATE
004a8c7c-920d-f17d-e063-6394a90a3b4e,ALUMINUM SESQUICHLOROHYDRATE,ALUMINUM SESQUICHLOROHYDRATE
004aa18f-3a98-f454-e063-6394a90afcff,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
004c6deb-2845-a0d0-e063-6394a90ae5e4,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
004c75b3-29f0-4e32-82fe-fec4ce0350d3,TADALAFIL,TADALAFIL
004d00a5-9d00-29ff-e063-6294a90aeb8c,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
004d1dc2-47c2-84d1-e063-6394a90a2471,CASTOR OIL,CASTOR OIL
004d90e3-024d-4ccb-9ff4-a8754df8dd1d,DIMETHICONE,DIMETHICONE
004df4e5-dbaa-6030-e063-6394a90a76d3,AVOBENZONE,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE"
0050701f-4394-3f01-e063-6394a90a4e0e,GLYCERIN,"GLYCERIN, LIDOCAINE, PETROLATUM, PHENYLEPHRINE HYDROCHLORIDE"
0050de33-914c-f76d-e063-6394a90a7fab,BACITRACIN ZINC,"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE"
0050fc1d-0cdf-9e78-e063-6394a90afa14,ALUMINUM SULFATE,ALUMINUM SULFATE
0051cc5e-802d-22b0-e063-6294a90a6b4f,AMANITA PANTHERINA FRUITING BODY,AMANITA PANTHERINA FRUITING BODY
00537772-4bd0-36ee-e063-6294a90a3d66,AMMONIUM BROMIDE,AMMONIUM BROMIDE
0053de7d-eeef-5489-e063-6294a90a0514,AMMONIUM CARBONATE,AMMONIUM CARBONATE
005992e9-db96-b3aa-e063-6294a90a52a8,SALICYLIC ACID,SALICYLIC ACID
005a7a28-1bb7-13cf-bf60-baefc96e0927,BUDESONIDE,BUDESONIDE
005d170d-692f-f040-e063-6394a90aa0a4,FENTANYL,FENTANYL
005f2272-a1fe-687d-e063-6394a90accdb,N/A,N/A
0060ea32-a400-23d5-e063-6394a90ad90b,ATENOLOL,ATENOLOL
00653070-bf0a-78d9-e063-6394a90a0bcf,AMMONIA,AMMONIA
0067f67a-daec-4b77-e063-6394a90ac331,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE
00682d09-bf61-7d6f-e063-6294a90a866b,"AMMONIUM PHOSPHATE, DIBASIC","AMMONIUM PHOSPHATE, DIBASIC"
0070b925-796d-30fe-e063-6394a90ae793,BACITRACIN ZINC,"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE"
00725e5b-694d-b9e1-e063-6294a90a4182,LIDOCAINE,LIDOCAINE
0072f8de-fc07-d529-e063-6294a90a08db,BACITRACIN ZINC,"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE"
0074e7bf-8c63-a5a7-e063-6394a90a63fc,HYDROCORTISONE,HYDROCORTISONE
00766a7b-797f-dd15-e063-6394a90af9ac,WHITE PETROLATUM,WHITE PETROLATUM
00772636-8266-a937-e063-6294a90a438a,BENZALKONIUM CHLORIDE,BENZALKONIUM CHLORIDE
007a08e3-eee1-4915-e063-6394a90a55de,AMOXICILLIN,AMOXICILLIN
007ba3b9-e667-409f-9204-def45a09f546,PREGABALIN,PREGABALIN
008196f8-7b05-469e-af5a-8ac532f9e6c8,AVOBENZONE,"AVOBENZONE, OCTISALATE, OCTOCRYLENE"
0088cf00-a9a8-bc18-e063-6394a90a7e43,PYRITHIONE ZINC,PYRITHIONE ZINC
008ee85b-5cac-45a6-a857-a828f8125175,ASPIRIN,ASPIRIN
009311c3-6c1e-4513-a6b6-7779d8db4f07,BENZOYL PEROXIDE,BENZOYL PEROXIDE
0094038d-3be4-4d91-b75d-f5a29c8dbb4b,DIPHENHYDRAMINE HYDROCHLORIDE,"DIPHENHYDRAMINE HYDROCHLORIDE, ZINC ACETATE"
00990dec-7618-4cc8-9387-48c2cea8df1c,CHOLESTYRAMINE,CHOLESTYRAMINE
00a4fc0b-7162-455e-8ed3-56efdbbe182e,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM
00a946be-4dcb-da16-e063-6394a90a7ea2,LIDOCAINE,LIDOCAINE
00acf0ce-9a5a-7359-e063-6394a90a9766,ACETAMINOPHEN,"ACETAMINOPHEN, IBUPROFEN"
00b10a79-f4dd-4866-e063-6394a90a9b6a,ACETAMINOPHEN,"ACETAMINOPHEN, CODEINE PHOSPHATE"
00b14e55-ede0-653d-e063-6394a90a3258,MENTHOL,MENTHOL
00b17a8e-9d39-a8d4-e063-6294a90a153e,ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE
00b256d4-1691-cc3b-e063-6294a90a47ec,HYDROCHLOROTHIAZIDE,"HYDROCHLOROTHIAZIDE, LISINOPRIL"
00b26226-4f3f-e9c4-e063-6294a90a7c1e,ALLOPURINOL,ALLOPURINOL
00b2a93c-92dc-90c6-e063-6294a90a6d33,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
00b2ef34-42d8-523c-e063-6294a90a753d,MENTHOL,MENTHOL
00b40df3-c247-db4a-e063-6394a90a895c,LIDOCAINE,LIDOCAINE
00b41fd1-2c73-4b62-81ff-df8bc860d09a,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
00b467be-2d7b-dd8b-e063-6394a90ad862,LIDOCAINE,LIDOCAINE
00b4fd6d-4df7-4a84-8754-89c96c0bf178,"MAGNESIUM SULFATE, UNSPECIFIED","MAGNESIUM SULFATE, UNSPECIFIED"
00b700b8-a6b6-7b58-e063-6394a90a2062,MENTHOL,MENTHOL
00b78df5-f479-a028-e063-6394a90a8d6a,MENTHOL,MENTHOL
00b7d939-06fa-3651-e063-6394a90a93b2,MENTHOL,MENTHOL
00b7f61b-5173-43e6-a3f9-d2efbda40c19,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE
00b80232-6c14-5ed0-e063-6394a90a2704,ERYTHROMYCIN,ERYTHROMYCIN
00b83209-a959-f376-e063-6394a90a5e8a,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE
00ba5395-1455-4ea9-9278-e3749979526c,TRIMETHOBENZAMIDE HYDROCHLORIDE,TRIMETHOBENZAMIDE HYDROCHLORIDE
00bbb064-6c4c-1b35-8e6f-9eac9de5d99d,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE
00c1cac8-a865-4583-aaba-3a0f21fb31e6,KETOCONAZOLE,KETOCONAZOLE
00c29b40-1d54-4c05-af83-561fc20ec191,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE
00c45ba8-b94f-f7b0-e063-6394a90affd0,URSODIOL,URSODIOL
00c49d0a-f84c-431e-8fa2-bce0e2d9dbc9,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM
00c4bb18-795c-e6d7-e063-6394a90a4388,MENTHOL,MENTHOL
00c51ee1-d7e8-17f1-e063-6394a90ac336,BACITRACIN ZINC,"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE"
00c58273-1f28-fa59-e063-6394a90a50b2,HYDROCORTISONE,HYDROCORTISONE
00c5cbe7-c0c5-9145-e063-6394a90af411,HYDROCORTISONE ACETATE,"HYDROCORTISONE ACETATE, PRAMOXINE HYDROCHLORIDE"
00c6fcd0-a1cb-f6a7-e063-6394a90afdd4,SILVER,SILVER
00c76d23-c8fb-e176-e063-6394a90a7b90,MENTHOL,MENTHOL
00c79b30-0929-5b40-e063-6394a90a0bb1,SODIUM FLUORIDE,SODIUM FLUORIDE
00c79d2d-03f7-7bc6-e063-6294a90a9aaa,MENTHOL,MENTHOL
00d5b4a7-90bb-7a7c-e063-6294a90a52b0,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY
00d63f96-10eb-668b-e063-6394a90a72c8,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY
00d68a75-6c5d-1b7a-e063-6394a90ab78e,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY
00d7203d-fdc4-951c-e063-6394a90ae46b,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY
00d7ae49-4024-16eb-e063-6294a90afc55,SILVER,SILVER
00d8355c-0c19-4606-e063-6294a90afae9,ZINC OXIDE,ZINC OXIDE
00d85a52-ea6f-3ae1-e063-6394a90a1902,ALUMINUM HYDROXIDE,"ALUMINUM HYDROXIDE, DIMETHICONE, MAGNESIUM HYDROXIDE"
00d8bf32-aeae-22da-e063-6294a90a7567,PROPYLHEXEDRINE,PROPYLHEXEDRINE
00d8c237-3ef0-1d9f-e063-6394a90aeb86,ZINC OXIDE,ZINC OXIDE
00d95376-5745-3c48-e063-6394a90a7fbc,PROPYLHEXEDRINE,PROPYLHEXEDRINE
00d9ab0d-ff26-784f-e063-6294a90a8497,ASPIRIN,ASPIRIN
00d9abda-9a96-52fc-e063-6294a90a6c50,FUROSEMIDE,FUROSEMIDE
00db480a-e511-a64d-e063-6394a90a4695,LIDOCAINE,"LIDOCAINE, MENTHOL"
00dbf2f4-a05c-30a9-e063-6394a90a62ce,FUROSEMIDE,FUROSEMIDE
00dc377c-5e2b-61a7-e063-6294a90adae0,OCTINOXATE,"OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE, ZINC OXIDE"
00dcd6f5-664f-accd-e063-6294a90af6fe,MENTHOL,MENTHOL
00dcdae0-c745-8402-e063-6294a90a12f8,MENTHOL,MENTHOL
00dcdb58-6b83-0a1e-e063-6394a90a33a4,MENTHOL,MENTHOL
00dce152-3544-fca7-e063-6294a90aefaf,MENTHOL,MENTHOL
00dd1c9b-c9bf-886a-e063-6294a90abdbf,MENTHOL,MENTHOL
00dd305a-ae6a-8801-e063-6294a90ac0ed,MENTHOL,MENTHOL
00dd70f3-ecc2-33ba-e063-6294a90a4f32,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
00de23e8-4a66-df96-e063-6394a90a34fc,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE
00e310fb-2460-a1bf-e063-6394a90a2457,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE
00e99b98-80d4-6d3e-e063-6394a90aeea4,TITANIUM DIOXIDE,"TITANIUM DIOXIDE, ZINC OXIDE"
00ed3175-c3b9-6545-e063-6394a90acfd1,MENTHOL,MENTHOL
00ed6289-2aa5-40b9-e063-6294a90a1c31,NICOTINE,NICOTINE
00ed80df-b761-4bb2-80b2-f11af7d9dfd3,SODIUM MONOFLUOROPHOSPHATE,SODIUM MONOFLUOROPHOSPHATE
00edbc64-9d33-5751-e063-6294a90a400b,ALLANTOIN,ALLANTOIN
00edbed0-998e-a9fb-e063-6394a90ada4a,ZINC,ZINC
00edbed0-9990-a9fb-e063-6394a90ada4a,GOLDENSEAL,GOLDENSEAL
00ee5460-4bc0-d276-e063-6294a90a88d0,PODOPHYLLUM,PODOPHYLLUM
00eef191-4eab-5b06-e063-6294a90ad5bd,ALUMINUM SESQUICHLOROHYDRATE,ALUMINUM SESQUICHLOROHYDRATE
00eef84c-a72f-3343-e063-6294a90aa4d8,LIDOCAINE,"LIDOCAINE, PHENYLEPHRINE HYDROCHLORIDE"
00efda74-d433-04be-e063-6294a90a6d98,LIDOCAINE,LIDOCAINE
00f18845-ccdf-8678-e063-6294a90a3374,APRACLONIDINE HYDROCHLORIDE,APRACLONIDINE HYDROCHLORIDE
00f8f736-76e8-e38e-e063-6394a90a5bf8,MENTHOL,MENTHOL
00f9adce-ce5e-5fb5-e063-6394a90a6cb4,N/A,N/A
00f9b947-7fe2-ae97-e063-6394a90a9cc5,N/A,N/A
00fbb464-2fa5-4be2-b904-9b357fbf90d1,AMPHETAMINE ASPARTATE MONOHYDRATE,"AMPHETAMINE ASPARTATE MONOHYDRATE, AMPHETAMINE SULFATE, DEXTROAMPHETAMINE SACCHARATE, DEXTROAMPHETAMINE SULFATE"
00ff649b-4075-aa70-e063-6394a90a7879,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY
010c5c98-fc68-a9c3-e063-6394a90aa640,ACETAMINOPHEN,"ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE"
011473a8-26d5-4661-b3c0-745f9b6aa1d8,DEXTRAN 70,"DEXTRAN 70, POLYETHYLENE GLYCOL 400, POVIDONE, UNSPECIFIED, TETRAHYDROZOLINE HYDROCHLORIDE"
0128a879-7185-4b70-b0bb-d108ff1c9542,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
0129b8db-22a6-4e1a-a120-23c89bcbdba6,NYSTATIN,NYSTATIN
0135b661-071d-4d24-8a54-34a826590a45,CLONAZEPAM,CLONAZEPAM
013cd34b-2440-c2e0-e063-6394a90a87d6,TADALAFIL,TADALAFIL
013d22cd-1088-8cf9-e063-6294a90ab860,ALCOHOL,ALCOHOL
013d6107-e3b1-0264-e063-6394a90ae1e2,TOLNAFTATE,TOLNAFTATE
013d6133-cf6f-9c15-e063-6294a90a53e7,CETYLPYRIDINIUM CHLORIDE,"CETYLPYRIDINIUM CHLORIDE, MENTHOL, METHYL SALICYLATE"
013dfdcc-0138-4f9d-a058-90b7ad1befb0,MINOXIDIL,MINOXIDIL
013ee364-8c04-4e34-9787-834504e94c72,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE
013f0a11-2a60-bf9f-e063-6294a90a2b19,AVOBENZONE,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE"
013f48b9-913e-b283-e063-6394a90abd73,TROLAMINE SALICYLATE,TROLAMINE SALICYLATE
0140cf68-b6a1-4378-e063-6394a90afee8,GLYCERIN,"GLYCERIN, LIDOCAINE, PETROLATUM, PHENYLEPHRINE HYDROCHLORIDE"
014152a7-2595-6a86-e063-6394a90a6a17,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE
01416fba-ded0-7877-e063-6294a90ace05,DICLOFENAC SODIUM,DICLOFENAC SODIUM
014ba8d7-7ed3-4d4a-847a-22b65161117e,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE
0152828d-efa2-01f4-e063-6294a90aa608,ZINC OXIDE,ZINC OXIDE
0153f96a-75ee-2b28-e063-6394a90a657d,TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE
01546da4-81c1-ec29-e063-6394a90a0304,ZINC OXIDE,ZINC OXIDE
015604dd-076c-66c4-e063-6294a90a298e,ALCOHOL,ALCOHOL
01570fc6-f98d-485e-aef2-312a812dae86,OXYMETAZOLINE HYDROCHLORIDE,OXYMETAZOLINE HYDROCHLORIDE
0158079f-86a8-4a73-b5b9-7b15db902935,DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE
01580e8e-93f4-afeb-e063-6294a90a6cbc,WHITE PETROLATUM,WHITE PETROLATUM
01589ee6-d8df-4b45-8b57-e04baf7f667c,CHIONANTHUS VIRGINICUS ROOT BARK,"CHIONANTHUS VIRGINICUS ROOT BARK, CHROMIUM, CHROMIUM PICOLINATE, CINNAMON, FENUGREEK SEED, GYMNEMA SYLVESTRE LEAF, HERRING SPERM DNA, HEXAPLEX TRUNCULUS HYPOBRANCHIAL GLAND JUICE, INSULIN HUMAN, LYCOPODIUM CLAVATUM SPORE, PHOSPHORIC ACID, PHOSPHORUS, PORK LIVER, RHUS AROMATICA ROOT BARK, SILVER NITRATE, SULFUR, SUS SCROFA PANCREAS, SYZYGIUM CUMINI SEED, URANYL NITRATE HEXAHYDRATE, VANADIUM, ZINC"
015c1df9-9d77-4c17-b559-2c9643793117,RISPERIDONE,RISPERIDONE
0162c889-d5a2-461c-e063-6394a90ae851,ZINC OXIDE,ZINC OXIDE
0162c8a1-e723-1e63-e063-6394a90a81c9,ZINC OXIDE,ZINC OXIDE
0165eec7-eb93-3d54-e063-6394a90a10aa,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE
016623fe-c451-4cb8-e063-6294a90aa70d,TERBIUM,TERBIUM
016731e2-06b4-9287-e063-6394a90a9c54,ZINC OXIDE,ZINC OXIDE
01679517-f9fd-6673-e063-6394a90abed4,AVOBENZONE,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE"
016798a8-4276-47d0-e063-6294a90a5aca,ARIPIPRAZOLE,ARIPIPRAZOLE
0167c34f-4a92-d0f9-e063-6294a90a96d3,LEVONORGESTREL,LEVONORGESTREL
01682de6-887d-ee3b-e063-6294a90a560c,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE
01693b98-633d-543e-e063-6394a90a8544,ZINC GLUCONATE,ZINC GLUCONATE
016a466c-de62-0a68-e063-6394a90ae49a,BETAMETHASONE ACETATE,"BETAMETHASONE ACETATE, BETAMETHASONE SODIUM PHOSPHATE"
016b1d06-0c8b-bb4b-e063-6394a90a1e4f,GABAPENTIN,GABAPENTIN
016b6571-8d96-0aba-e063-6394a90abc73,ACONITUM NAPELLUS,"ACONITUM NAPELLUS, AMANITA MUSCARIA FRUITING BODY, AMERICAN GINSENG, BACILLUS ANTHRACIS IMMUNOSERUM RABBIT, BAPTISIA TINCTORIA ROOT, BRYONIA ALBA ROOT, BUFO BUFO CUTANEOUS GLAND, CALCIUM SULFIDE, CHELIDONIUM MAJUS, ECHINACEA, UNSPECIFIED, EUPATORIUM PERFOLIATUM FLOWERING TOP, INFLUENZA A VIRUS, INFLUENZA B VIRUS, LACHESIS MUTA VENOM, LYCOPODIUM CLAVATUM SPORE, RANCID BEEF, SANGUINARIA CANADENSIS ROOT, STRYCHNOS NUX-VOMICA SEED, SULFUR, THUJA OCCIDENTALIS LEAFY TWIG, TOXICODENDRON PUBESCENS LEAF"
016e9d99-5418-b42f-e063-6394a90acc8d,SALICYLIC ACID,SALICYLIC ACID
017262ec-1b2a-b6d5-e063-6394a90aded7,ATRACTYLODES MACROCEPHALA WHOLE,"ATRACTYLODES MACROCEPHALA WHOLE, CHINESE YAM, FU LING, GLYCYRRHIZA URALENSIS, HONEY, JUJUBE FRUIT, MAGNOLIA DENUDATA FLOWER BUD, MENTHA ARVENSIS LEAF, TANGERINE PEEL, XANTHIUM SIBIRICUM FRUIT"
0177ebbe-5e72-1fb4-e063-6294a90ab32b,NAPROXEN,NAPROXEN
01781bbd-c9f5-56a7-e063-6294a90aee98,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
01791c9a-8fb5-25d6-e063-6394a90ae29e,FENOFIBRATE,FENOFIBRATE
0179ac3b-f435-96d8-e063-6294a90a9457,LORAZEPAM,LORAZEPAM
017a914e-3eaa-20a7-e063-6294a90a97e2,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE
017ad17c-87b5-dc4e-e063-6294a90ac5e0,OCTINOXATE,"OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE"
017d933f-87c2-5b88-e063-6294a90a9e23,ZINC OXIDE,ZINC OXIDE
017d9df8-d2b1-167b-e063-6294a90a8c66,PYRITHIONE ZINC,PYRITHIONE ZINC
017ed754-9fe9-2cb5-e063-6294a90ab2f6,BELLADONNA LEAF,"BELLADONNA LEAF, CALCIUM CARBONATE, CHAMOMILE, LYCOPODIUM CLAVATUM SPORE, PULSATILLA PATENS WHOLE, SULFUR"
